Home Zip/Postal,First Date Received,Last Date Received,# of Gifts,Avg. Contribution Amount,Total Amount
27546,6/26/20,5/8/24,12,$401.92,"$4,823.04"
2779,9/24/17,11/28/23,12,$118.75,"$1,425.00"
27828,5/31/11,4/10/24,12,"$2,153.42","$25,841.04"
27892,3/29/20,5/3/24,12,$19.59,$235.08
27897,6/1/23,5/1/24,12,$10.00,$120.00
28470,2/15/12,12/31/21,12,$128.33,"$1,539.96"
28778,8/21/13,5/1/24,12,$144.17,"$1,730.04"
29360,6/20/07,5/6/24,12,$53.83,$645.96
29435,9/20/20,11/24/23,12,$81.25,$975.00
29664,12/16/11,12/15/23,12,$116.67,"$1,400.04"
30337,3/29/20,3/9/24,12,$46.83,$561.96
30510,6/7/23,5/7/24,12,$25.00,$300.00
30563,12/19/08,3/17/21,12,$310.00,"$3,720.00"
31217,3/13/20,4/28/24,12,$77.93,$935.16
32052,1/19/19,3/8/24,12,$43.33,$519.96
3229,12/26/06,12/25/23,12,$312.50,"$3,750.00"
32402,12/31/11,11/28/23,12,$26.25,$315.00
32461,11/23/09,5/26/22,12,$73.75,$885.00
33122,4/24/20,4/22/24,12,"$1,857.92","$22,295.04"
33805,12/15/12,2/19/24,12,$28.00,$336.00
33975,6/12/23,5/12/24,12,$20.00,$240.00
34222,11/22/06,3/19/24,12,$32.08,$384.96
34773,2/9/16,12/16/23,12,$72.56,$870.72
35160,11/18/16,4/15/24,12,$18.42,$221.04
35206,11/10/08,10/23/23,12,$34.88,$418.56
35453,12/25/13,4/23/24,12,$60.00,$720.00
36527,3/27/20,2/29/24,12,$45.42,$545.04
36571,11/19/20,12/10/23,12,$126.67,"$1,520.04"
36870,4/6/20,12/17/23,12,$24.58,$294.96
37073,11/27/18,2/27/24,12,$24.42,$293.04
37074,11/20/17,3/21/24,12,$57.93,$695.16
37148,12/2/14,12/5/23,12,$41.75,$501.00
37185,11/15/16,12/31/23,12,$18.75,$225.00
37303,12/18/15,2/13/24,12,$79.58,$954.96
37350,12/31/21,11/30/22,12,$75.00,$900.00
37356,7/20/16,5/3/24,12,$9.58,$114.96
37419,4/7/16,1/9/24,12,$33.33,$399.96
37708,6/9/12,5/15/24,12,$202.92,"$2,435.04"
38112,12/19/06,12/22/23,12,$81.61,$979.32
38478,5/1/20,5/17/24,12,$38.75,$465.00
3861,11/23/08,7/28/23,12,$129.17,"$1,550.04"
38821,9/10/17,10/28/23,12,$95.83,"$1,149.96"
3903,4/30/20,4/22/24,12,$61.88,$742.56
39090,4/6/20,4/22/24,12,$33.75,$405.00
39525,6/6/06,12/31/23,12,$72.08,$864.96
40047,5/23/16,5/1/24,12,$105.00,"$1,260.00"
40258,11/27/18,5/12/24,12,$11.67,$140.04
42044,11/21/18,10/21/19,12,$10.00,$120.00
42501,11/21/12,4/19/24,12,$46.67,$560.04
42642,12/10/14,12/1/23,12,$20.42,$245.04
43571,3/29/20,4/27/24,12,$82.33,$987.96
44128,12/23/08,11/28/23,12,$52.58,$630.96
44264,4/17/20,3/26/24,12,$153.33,"$1,839.96"
4474,11/19/14,12/3/19,12,$41.79,$501.48
44817,10/27/23,5/2/24,12,$20.00,$240.00
45030,4/20/20,3/29/24,12,$65.42,$785.04
45068,4/29/14,12/5/23,12,$308.75,"$3,705.00"
45122,4/9/15,2/20/24,12,$28.83,$345.96
45203,1/2/10,4/8/24,12,$514.58,"$6,174.96"
45761,5/23/10,12/30/23,12,$82.92,$995.04
45768,6/22/23,5/18/24,12,$10.00,$120.00
45828,5/5/20,4/19/24,12,$75.00,$900.00
45895,4/20/19,11/25/23,12,$29.17,$350.04
46001,11/5/18,12/29/23,12,$80.83,$969.96
46290,4/15/20,4/24/24,12,$13.33,$159.96
46324,3/29/20,5/9/24,12,$32.92,$395.04
47161,10/13/22,5/17/24,12,$13.33,$159.96
48094,3/29/20,4/27/24,12,$56.67,$680.04
48195,4/14/20,5/14/24,12,$109.75,"$1,317.00"
48226,11/19/13,1/3/24,12,$41.59,$499.08
48232,12/9/15,2/6/20,12,$7.07,$84.84
48879,12/21/11,3/30/24,12,$62.50,$750.00
49036,5/3/20,5/8/24,12,$25.42,$305.04
49091,3/21/20,4/1/24,12,$104.58,"$1,254.96"
49621,12/17/12,6/1/23,12,$58.33,$699.96
49665,4/17/20,5/18/24,12,$30.00,$360.00
49712,4/9/20,12/27/23,12,$561.25,"$6,735.00"
50051,12/30/08,12/30/21,12,$506.25,"$6,075.00"
52501,6/1/20,11/27/23,12,$84.58,"$1,014.96"
53033,4/16/20,5/21/24,12,$27.50,$330.00
54166,12/1/15,5/13/24,12,$64.17,$770.04
55043,1/20/12,8/30/23,12,$28.33,$339.96
55313,12/4/12,3/5/24,12,$37.92,$455.04
55430,12/31/17,4/24/24,12,$39.58,$474.96
55947,10/13/09,1/29/24,12,$38.75,$465.00
56304,3/26/20,12/19/23,12,$32.92,$395.04
56378,4/22/20,5/7/24,12,$71.83,$861.96
56601,1/21/18,4/1/24,12,$43.33,$519.96
59923,3/29/20,5/17/24,12,$22.58,$270.96
60415,8/22/21,4/26/24,12,$92.92,"$1,115.04"
60417,3/7/19,4/25/24,12,$55.83,$669.96
60636,3/29/20,11/29/23,12,$44.17,$530.04
60954,12/28/12,3/9/24,12,$52.92,$635.04
61362,11/28/17,12/9/23,12,$65.00,$780.00
61764,3/29/20,4/30/24,12,$114.58,"$1,374.96"
61859,12/31/09,8/11/23,12,$26.67,$320.04
61953,3/19/15,5/8/24,12,$31.25,$375.00
62091,5/17/20,11/18/23,12,$27.08,$324.96
62258,3/29/20,12/4/23,12,$117.92,"$1,415.04"
6249,3/29/20,5/4/24,12,$23.75,$285.00
62533,10/20/17,9/20/18,12,$20.00,$240.00
62550,4/13/20,12/19/23,12,$78.33,$939.96
62560,12/14/20,11/19/23,12,$27.92,$335.04
63070,4/9/20,5/21/24,12,$45.17,$542.04
63462,12/1/20,4/24/24,12,$8.75,$105.00
64117,9/25/13,3/19/24,12,$19.17,$230.04
6420,3/29/20,11/20/23,12,$288.92,"$3,467.04"
65712,12/7/15,7/28/19,12,$19.17,$230.04
66067,10/3/11,12/28/23,12,$44.83,$537.96
67203,12/25/08,5/18/24,12,$30.00,$360.00
67216,4/16/11,5/18/20,12,$232.92,"$2,795.04"
68507,12/26/14,2/27/24,12,$36.67,$440.04
70122,6/14/11,1/20/24,12,$41.17,$494.04
70611,12/31/15,5/13/24,12,$82.92,$995.04
71006,11/6/17,4/30/24,12,$724.58,"$8,694.96"
71037,2/7/19,12/20/23,12,$62.50,$750.00
71047,11/29/15,2/4/22,12,$46.25,$555.00
71055,5/10/20,2/27/24,12,$21.25,$255.00
72722,7/4/20,5/20/24,12,$89.58,"$1,074.96"
72744,4/2/18,11/26/19,12,$32.38,$388.56
73151,4/10/20,10/10/23,12,"$2,754.17","$33,050.04"
74053,9/23/16,11/28/23,12,$20.42,$245.04
7462,6/27/16,4/23/24,12,$79.17,$950.04
74820,12/4/15,5/6/24,12,$30.00,$360.00
75011,12/16/11,11/16/12,12,$10.00,$120.00
75442,4/15/15,4/29/24,12,$49.08,$588.96
75650,3/29/20,5/17/24,12,$33.75,$405.00
75672,3/6/15,5/9/24,12,$227.08,"$2,724.96"
75708,5/30/23,4/30/24,12,$20.00,$240.00
75762,10/20/19,12/16/23,12,$57.92,$695.04
76071,4/6/20,10/30/23,12,$83.33,$999.96
76271,5/23/23,4/23/24,12,$35.00,$420.00
76273,5/15/17,5/11/24,12,$75.33,$903.96
7644,10/12/12,12/12/23,12,$57.92,$695.04
76527,5/13/19,12/1/20,12,$27.50,$330.00
76692,12/15/15,12/30/23,12,$86.67,"$1,040.04"
77045,3/30/18,3/1/24,12,$270.83,"$3,249.96"
77357,12/30/09,12/30/23,12,$59.17,$710.04
7757,11/28/17,11/28/23,12,$77.92,$935.04
78063,4/17/20,12/22/23,12,$219.58,"$2,634.96"
78124,11/11/16,2/14/24,12,$90.83,"$1,089.96"
7848,12/2/14,12/23/23,12,$10.50,$126.00
78623,3/25/20,3/5/21,12,$36.25,$435.00
78652,5/4/10,10/4/23,12,$73.00,$876.00
79413,6/15/06,7/26/23,12,$46.17,$554.04
79830,11/4/12,3/29/24,12,$45.92,$551.04
80236,5/8/12,3/29/24,12,$62.50,$750.00
8090,3/30/20,5/13/24,12,$64.58,$774.96
8223,12/15/19,11/28/23,12,$30.83,$369.96
83858,11/29/12,12/28/23,12,$58.75,$705.00
85007,1/5/13,12/22/23,12,$159.17,"$1,910.04"
85132,8/24/11,12/29/23,12,$98.58,"$1,182.96"
85318,12/3/19,5/17/24,12,$36.25,$435.00
85363,12/11/16,5/1/24,12,$32.50,$390.00
85702,4/30/20,12/31/23,12,$82.50,$990.00
87801,12/14/10,3/28/24,12,$48.33,$579.96
88007,12/23/08,4/15/24,12,$155.83,"$1,869.96"
88317,4/4/20,12/29/23,12,$160.00,"$1,920.00"
90221,12/24/08,5/16/24,12,$27.83,$333.96
90270,3/29/20,5/22/23,12,$29.92,$359.04
91017,12/23/19,12/31/23,12,$137.50,"$1,650.00"
91345,5/26/16,4/12/24,12,$53.75,$645.00
91731,7/31/15,4/24/24,12,$23.75,$285.00
92248,6/6/15,5/18/24,12,$44.17,$530.04
92268,8/21/20,4/7/24,12,$95.83,"$1,149.96"
92324,5/14/11,5/10/24,12,$60.42,$725.04
92397,11/29/16,12/31/23,12,$53.33,$639.96
926,5/21/13,5/17/24,12,$27.00,$324.00
92628,8/22/14,12/8/22,12,$18.33,$219.96
92658,11/4/18,3/11/24,12,$177.08,"$2,124.96"
93654,4/30/20,12/28/23,12,$102.92,"$1,235.04"
93725,1/1/19,3/31/24,12,$130.00,"$1,560.00"
94514,12/8/20,5/22/23,12,$95.83,"$1,149.96"
94931,5/14/11,11/5/23,12,$51.67,$620.04
95038,12/28/17,12/31/23,12,$116.67,"$1,400.04"
95540,5/24/10,2/25/24,12,$29.17,$350.04
95713,12/1/20,4/12/24,12,$41.67,$500.04
96019,11/20/19,10/20/23,12,$122.92,"$1,475.04"
96710,11/24/21,5/7/24,12,$48.75,$585.00
96732,5/1/20,3/18/24,12,$113.33,"$1,359.96"
97603,4/15/20,4/23/24,12,$112.50,"$1,350.00"
98111,3/18/21,3/5/24,12,$12.50,$150.00
98315,5/25/12,5/8/13,12,$15.00,$180.00
98531,7/6/16,7/5/23,12,$28.33,$339.96
99520,6/3/23,5/4/24,12,$28.42,$341.04
BC4115,10/5/23,5/7/24,12,$100.00,"$1,200.00"
L6M 4V5,8/8/20,5/12/23,12,$135.42,"$1,625.04"
SW3 5AY,6/9/23,5/9/24,12,$200.00,"$2,400.00"
V3M 2Z1,12/22/18,11/28/23,12,$26.67,$320.04
10597,11/21/11,12/30/23,13,$331.15,"$4,304.95"
10607,12/31/16,12/29/23,13,$65.77,$855.01
10989,10/18/15,11/12/23,13,$30.38,$394.94
1109,12/15/16,12/30/23,13,$18.85,$245.05
12839,11/14/18,12/31/23,13,$38.85,$505.05
13316,3/29/19,12/4/23,13,$25.00,$325.00
14020,3/29/20,4/27/24,13,$106.15,"$1,379.95"
14201,12/1/20,5/20/24,13,$140.77,"$1,830.01"
14213,7/31/19,5/10/24,13,$18.46,$239.98
14546,4/30/20,4/26/24,13,$165.77,"$2,155.01"
14807,3/29/20,5/9/24,13,$17.38,$225.94
14905,12/30/09,5/10/24,13,$37.77,$491.01
15089,3/29/20,4/27/24,13,$32.62,$424.06
15116,11/18/13,5/12/24,13,$64.62,$840.06
1518,2/15/13,12/13/23,13,$37.31,$485.03
1521,3/6/14,12/10/21,13,$123.08,"$1,600.04"
15632,11/7/11,5/11/24,13,$119.62,"$1,555.06"
15650,12/3/09,1/13/24,13,$69.31,$901.03
16511,12/28/15,11/3/23,13,$86.54,"$1,125.02"
17023,12/17/21,10/26/23,13,$13.08,$170.04
17356,6/29/11,4/20/24,13,$35.38,$459.94
17702,4/9/20,4/27/24,13,$35.38,$459.94
17970,4/20/20,6/25/23,13,$35.38,$459.94
18421,11/26/08,12/27/23,13,$219.23,"$2,849.99"
1862,4/2/20,12/20/23,13,$140.00,"$1,820.00"
18848,12/20/20,5/6/24,13,$12.31,$160.03
19036,9/28/06,10/18/22,13,$52.69,$684.97
19126,9/7/16,4/4/24,13,$60.00,$780.00
19504,6/29/15,2/13/24,13,$725.00,"$9,425.00"
19522,3/29/20,4/19/24,13,$85.38,"$1,109.94"
19610,12/11/10,5/1/24,13,$71.15,$924.95
19962,10/12/06,12/31/23,13,$46.15,$599.95
20168,4/16/20,3/28/22,13,$98.08,"$1,275.04"
21203,5/12/20,5/8/24,13,$26.15,$339.95
21663,3/29/20,12/29/23,13,$111.54,"$1,450.02"
22060,4/16/20,12/28/23,13,$69.62,$905.06
22460,6/6/23,5/6/24,13,$215.38,"$2,799.94"
22637,4/21/20,12/30/23,13,$253.08,"$3,290.04"
22724,6/30/21,6/30/22,13,$10.00,$130.00
22920,2/15/18,4/18/24,13,$101.15,"$1,314.95"
23192,9/20/18,5/4/24,13,$57.75,$750.75
23431,12/31/08,12/31/23,13,$234.87,"$3,053.31"
23605,5/12/18,9/12/23,13,$17.69,$229.97
24555,8/12/11,1/6/24,13,$51.92,$674.96
26836,12/31/14,12/20/23,13,$577.31,"$7,505.03"
27028,5/11/12,1/7/24,13,$48.46,$629.98
27233,10/24/21,5/14/24,13,$32.31,$420.03
27896,5/18/10,4/4/24,13,$30.08,$391.04
28052,11/10/16,11/2/23,13,$77.31,"$1,005.03"
28139,4/18/20,12/9/23,13,$50.38,$654.94
28364,11/27/08,12/3/09,13,$10.77,$140.01
28425,12/21/22,5/21/24,13,$26.15,$339.95
28756,5/11/20,5/15/24,13,$36.46,$473.98
29450,10/13/18,5/15/24,13,$23.55,$306.15
29645,12/19/14,4/26/24,13,$27.69,$359.97
29659,11/27/19,3/11/24,13,$14.23,$184.99
30176,6/24/18,10/30/23,13,$93.85,"$1,220.05"
30427,9/3/22,5/2/24,13,$76.92,$999.96
30710,2/25/17,4/22/24,13,$34.54,$449.02
30721,11/8/07,4/25/24,13,$23.54,$306.02
31605,12/30/09,12/25/23,13,$211.38,"$2,747.94"
32148,3/29/20,4/30/24,13,$152.31,"$1,980.03"
3227,10/19/09,5/18/24,13,$23.85,$310.05
32409,11/14/16,4/29/24,13,$26.54,$345.02
32465,1/17/18,12/11/19,13,$127.15,"$1,652.95"
32502,7/24/20,1/6/24,13,$66.92,$869.96
3254,12/16/13,12/28/23,13,$182.69,"$2,374.97"
3257,3/22/20,2/22/24,13,$78.08,"$1,015.04"
3264,5/1/20,4/3/24,13,$108.08,"$1,405.04"
32667,12/30/12,4/28/24,13,$21.15,$274.95
33774,3/29/20,2/4/24,13,$58.08,$755.04
33859,4/18/12,5/5/24,13,$55.00,$715.00
34281,11/28/17,10/26/23,13,$16.15,$209.95
34291,4/3/20,4/22/24,13,$60.15,$781.95
34691,1/4/10,4/7/24,13,$43.56,$566.28
35601,11/13/15,5/19/24,13,$50.00,$650.00
35674,4/7/20,3/15/24,13,$37.31,$485.03
35768,8/25/14,2/18/24,13,$20.77,$270.01
36093,12/24/17,3/12/24,13,$100.38,"$1,304.94"
36344,12/21/18,11/21/19,13,$18.54,$241.02
36582,11/20/12,5/12/24,13,$166.23,"$2,160.99"
37189,12/30/21,5/15/24,13,$59.23,$769.99
3752,8/7/20,5/18/24,13,$13.08,$170.04
38053,5/10/20,5/12/24,13,$103.69,"$1,347.97"
3840,8/5/09,5/16/24,13,$221.54,"$2,880.02"
38759,5/7/21,12/17/22,13,$7.31,$95.03
40108,5/27/10,12/29/23,13,$25.77,$335.01
42041,11/20/20,12/31/23,13,$96.15,"$1,249.95"
43611,5/1/20,2/1/24,13,$88.06,"$1,144.78"
44072,12/24/10,12/31/23,13,$81.92,"$1,064.96"
44126,11/12/15,12/31/23,13,$120.77,"$1,570.01"
44270,7/5/23,5/12/24,13,$35.23,$457.99
44301,3/20/20,1/1/24,13,$32.31,$420.03
44428,12/2/13,12/27/23,13,$26.54,$345.02
44509,5/23/16,7/31/23,13,$158.23,"$2,056.99"
45174,11/27/18,12/13/23,13,$51.92,$674.96
4554,10/13/20,5/14/24,13,$43.46,$564.98
45832,4/15/16,4/23/24,13,$28.85,$375.05
46031,7/7/20,6/20/21,13,$111.54,"$1,450.02"
46158,12/31/14,1/18/24,13,$104.23,"$1,354.99"
46567,3/29/20,12/21/23,13,$78.46,"$1,019.98"
46615,3/26/20,5/16/24,13,$42.00,$546.00
47542,4/11/20,12/18/23,13,$282.31,"$3,670.03"
47546,2/24/16,5/10/24,13,$129.23,"$1,679.99"
47720,10/20/20,2/1/24,13,$80.38,"$1,044.94"
48079,12/23/14,3/17/24,13,$204.00,"$2,652.00"
48227,12/30/06,12/20/23,13,$43.85,$570.05
48320,9/6/12,3/1/24,13,$20.38,$264.94
49514,11/19/21,4/24/24,13,$231.08,"$3,004.04"
49831,12/15/20,11/22/23,13,$9.62,$125.06
50061,4/20/20,2/27/24,13,$48.08,$625.04
50201,11/22/13,11/17/23,13,$445.77,"$5,795.01"
50702,11/25/16,12/25/23,13,$36.54,$475.02
52247,11/25/08,12/16/23,13,$249.51,"$3,243.63"
55060,5/12/20,3/17/24,13,$63.46,$824.98
55356,9/22/10,1/19/24,13,$48.46,$629.98
55458,12/7/20,7/28/23,13,$76.92,$999.96
55767,4/27/13,2/4/24,13,$82.69,"$1,074.97"
55807,7/2/13,10/24/23,13,$43.46,$564.98
56425,4/1/16,2/27/24,13,$69.79,$907.27
57069,6/24/15,5/9/24,13,$144.23,"$1,874.99"
5839,1/1/12,12/20/23,13,$90.38,"$1,174.94"
58601,4/14/15,12/15/23,13,$117.69,"$1,529.97"
58801,9/19/15,4/29/24,13,$61.77,$803.01
60136,3/31/17,11/26/23,13,$61.92,$804.96
6031,12/30/19,10/17/23,13,$50.00,$650.00
60421,11/13/20,12/31/23,13,$152.31,"$1,980.03"
6089,10/28/09,5/9/24,13,$55.00,$715.00
61240,4/22/10,4/28/24,13,$34.62,$450.06
61736,12/13/20,3/7/24,13,$32.31,$420.03
62208,3/29/20,6/2/23,13,$113.69,"$1,477.97"
6237,9/10/17,11/20/23,13,$108.85,"$1,415.05"
6250,2/26/07,12/31/23,13,$48.08,$625.04
62517,11/30/21,3/26/24,13,$980.77,"$12,750.01"
62563,11/27/19,12/29/23,13,$32.69,$424.97
62684,1/24/19,12/18/23,13,$27.31,$355.03
63037,5/7/20,4/27/24,13,$33.13,$430.69
63855,5/5/23,5/5/24,13,$24.00,$312.00
64060,4/14/09,5/11/24,13,$66.54,$865.02
6423,12/30/10,5/10/24,13,$70.77,$920.01
64429,5/1/20,1/5/24,13,$105.00,"$1,365.00"
65301,4/13/20,5/2/24,13,$23.46,$304.98
65453,12/25/16,4/9/24,13,$30.77,$400.01
65706,7/31/09,12/31/23,13,$53.85,$700.05
6777,5/17/16,12/31/23,13,$140.38,"$1,824.94"
68757,6/13/23,5/13/24,13,$11.15,$144.95
70090,4/24/18,4/29/24,13,$26.92,$349.96
70401,12/26/12,11/14/23,13,$22.31,$290.03
70438,7/25/19,5/16/24,13,$61.15,$794.95
70510,11/18/14,4/30/24,13,$14.23,$184.99
70528,10/25/15,2/22/24,13,$29.62,$385.06
70546,4/30/14,5/17/24,13,$33.46,$434.98
71109,4/7/20,5/15/24,13,$41.97,$545.61
71730,5/2/20,4/27/24,13,$381.15,"$4,954.95"
72031,6/24/22,5/10/24,13,$19.23,$249.99
72801,11/26/13,11/2/21,13,$30.38,$394.94
73036,6/15/06,5/9/24,13,$28.85,$375.05
73065,5/12/20,3/12/21,13,$482.69,"$6,274.97"
73132,6/28/16,4/26/24,13,$153.13,"$1,990.69"
73538,4/15/20,5/20/24,13,$25.00,$325.00
74058,12/12/18,3/25/24,13,$26.92,$349.96
74104,1/9/15,4/26/24,13,$48.08,$625.04
74145,4/10/17,5/9/24,13,$47.31,$615.03
74464,3/17/15,12/18/23,13,$92.31,"$1,200.03"
74501,4/30/20,1/11/24,13,$982.77,"$12,776.01"
7504,5/7/23,5/7/24,13,$60.00,$780.00
75110,5/9/17,5/3/24,13,$24.00,$312.00
75422,4/22/10,5/5/24,13,$20.31,$264.03
75961,12/28/06,4/12/24,13,$25.46,$330.98
76023,8/17/07,9/22/23,13,$28.08,$365.04
76102,12/30/09,11/20/23,13,$118.08,"$1,535.04"
76446,12/22/16,5/14/24,13,$32.69,$424.97
76528,11/21/07,4/9/20,13,$25.00,$325.00
76567,5/31/20,11/20/23,13,$18.77,$244.01
76634,4/8/20,4/22/24,13,$46.31,$602.03
76665,4/19/20,5/2/24,13,$49.23,$639.99
77034,4/13/16,11/19/23,13,$10.48,$136.24
77051,7/4/17,5/3/24,13,$31.92,$414.96
77081,3/24/20,12/9/23,13,$17.69,$229.97
77293,7/15/21,4/26/22,13,$20.38,$264.94
77523,11/12/09,1/16/21,13,$20.00,$260.00
7764,3/29/20,5/14/24,13,$77.69,"$1,009.97"
78852,2/11/15,4/1/24,13,$18.85,$245.05
80402,12/2/20,11/2/21,13,$184.62,"$2,400.06"
80615,3/29/20,5/14/24,13,$45.38,$589.94
8089,12/10/20,12/10/21,13,$50.00,$650.00
81211,12/8/15,4/7/24,13,$263.85,"$3,430.05"
82935,7/28/09,3/19/24,13,$52.69,$684.97
8322,2/17/13,2/28/24,13,$29.46,$382.98
83445,11/1/23,5/1/24,13,$7.15,$92.95
87943,5/7/23,5/7/24,13,$25.00,$325.00
89030,6/20/14,10/25/23,13,$35.13,$456.69
90262,12/21/17,5/3/24,13,$39.08,$508.04
9049,5/12/14,12/1/22,13,$45.00,$585.00
90670,3/16/20,5/4/24,13,$40.00,$520.00
92240,12/29/06,4/7/24,13,$75.00,$975.00
92249,5/6/23,5/6/24,13,$20.00,$260.00
9250,5/21/23,5/21/24,13,$100.00,"$1,300.00"
92583,9/7/12,9/1/23,13,$48.85,$635.05
93250,10/7/14,10/7/15,13,$15.00,$195.00
93465,3/27/20,11/17/23,13,$107.31,"$1,395.03"
94524,12/29/18,10/2/23,13,$442.31,"$5,750.03"
94572,12/29/19,5/3/24,13,$83.08,"$1,080.04"
95386,5/2/20,3/30/24,13,$95.00,"$1,235.00"
95458,11/25/20,5/4/24,13,$53.85,$700.05
96097,7/7/20,4/24/24,13,$101.15,"$1,314.95"
96826,5/21/15,12/6/23,13,$73.85,$960.05
97015,12/30/09,3/15/24,13,$34.85,$453.05
97381,1/1/16,4/8/24,13,$149.62,"$1,945.06"
97388,12/24/11,2/21/24,13,$69.62,$905.06
97456,5/1/20,5/9/24,13,$19.00,$247.00
97838,3/20/16,12/30/23,13,$107.69,"$1,399.97"
98014,4/10/20,4/30/24,13,"$1,479.69","$19,235.97"
98145,4/30/20,5/21/24,13,$11.08,$144.04
98227,12/19/12,12/30/23,13,$56.54,$735.02
98365,12/9/18,5/6/24,13,$45.92,$596.96
99524,6/17/17,5/13/24,13,$16.92,$219.96
99611,3/29/20,3/28/24,13,$57.69,$749.97
R8A 1t8,3/29/20,11/28/23,13,$6.00,$78.00
T1S 5p8,7/15/23,12/3/23,13,$8.08,$105.04
10006,12/23/08,12/26/23,14,"$3,264.29","$45,700.06"
10523,3/14/20,3/1/24,14,$55.64,$778.96
11202,6/28/13,2/25/24,14,$5.00,$70.00
11239,12/24/08,5/10/24,14,$178.93,"$2,505.02"
11423,12/10/15,12/14/23,14,$163.21,"$2,284.94"
11738,12/2/12,4/6/24,14,$17.86,$250.04
11804,12/29/11,2/27/24,14,$72.50,"$1,015.00"
12466,12/30/09,12/24/20,14,$82.50,"$1,155.00"
1262,12/31/09,3/1/24,14,$159.48,"$2,232.72"
13037,5/1/20,4/3/24,14,$90.36,"$1,265.04"
13068,10/7/14,11/28/23,14,$71.43,"$1,000.02"
13676,2/25/19,2/26/24,14,$376.43,"$5,270.02"
14867,5/22/13,5/15/24,14,$123.36,"$1,727.04"
15012,12/16/17,12/17/23,14,$43.43,$608.02
15425,10/3/20,5/8/24,14,$68.93,$965.02
15636,1/28/21,5/19/24,14,$57.50,$805.00
15658,11/18/14,4/24/24,14,$32.14,$449.96
15801,12/3/12,4/12/24,14,$106.79,"$1,495.06"
16412,11/12/17,5/10/24,14,$106.79,"$1,495.06"
16415,11/29/08,11/9/23,14,$170.93,"$2,393.02"
16417,3/29/20,12/22/23,14,$50.71,$709.94
16673,12/23/16,12/24/23,14,$38.57,$539.98
17084,12/23/16,4/30/20,14,$19.29,$270.06
18201,11/14/19,5/19/24,14,$36.79,$515.06
1833,11/16/16,5/12/24,14,$117.64,"$1,646.96"
19934,11/4/13,5/5/24,14,$35.00,$490.00
21875,4/11/20,5/3/24,14,$35.71,$499.94
2208,1/24/24,4/17/24,14,$5.36,$75.04
22551,12/30/13,2/18/24,14,$88.14,"$1,233.96"
23325,10/7/18,12/27/23,14,$80.36,"$1,125.04"
23509,5/1/20,12/27/23,14,$91.43,"$1,280.02"
24138,11/25/19,5/9/24,14,$36.79,$515.06
24966,6/3/14,12/31/23,14,$98.21,"$1,374.94"
25304,11/13/08,10/17/20,14,$72.14,"$1,009.96"
26541,11/22/18,5/2/24,14,$9.29,$130.06
27605,4/27/13,4/25/24,14,$73.93,"$1,035.02"
27944,12/23/13,12/28/23,14,$301.79,"$4,225.06"
28204,2/24/09,11/18/23,14,$79.29,"$1,110.06"
2832,10/14/06,3/6/24,14,$78.57,"$1,099.98"
28753,11/20/17,12/31/23,14,$200.71,"$2,809.94"
2910,3/12/12,11/29/23,14,$26.07,$364.98
29479,12/30/09,1/5/24,14,$112.14,"$1,569.96"
29532,12/26/07,11/23/23,14,$143.65,"$2,011.10"
29653,12/22/20,2/18/22,14,$17.50,$245.00
29829,11/24/14,3/28/24,14,$37.86,$530.04
30079,12/31/17,12/31/23,14,$171.11,"$2,395.54"
30206,11/30/13,2/27/24,14,$78.07,"$1,092.98"
30291,4/30/17,12/31/23,14,$52.14,$729.96
30368,4/27/23,4/27/24,14,$12.32,$172.48
30621,3/19/20,4/29/24,14,$24.79,$347.06
30750,12/17/11,12/24/23,14,$52.50,$735.00
32055,11/19/14,5/20/24,14,$47.86,$670.04
32655,6/12/23,5/12/24,14,$12.14,$169.96
3275,6/8/06,4/22/21,14,$35.36,$495.04
3280,3/31/20,4/27/24,14,$48.00,$672.00
33042,2/19/13,4/30/24,14,$25.71,$359.94
34637,4/30/20,12/21/23,14,$109.29,"$1,530.06"
37034,1/9/10,2/25/24,14,$149.64,"$2,094.96"
37146,3/29/20,3/1/21,14,$30.00,$420.00
37188,5/25/12,3/29/24,14,$29.64,$414.96
37663,7/11/18,4/29/24,14,$36.43,$510.02
37771,7/21/14,5/15/23,14,$27.14,$379.96
37777,5/26/17,4/25/24,14,$21.79,$305.06
37865,10/29/16,5/3/24,14,$66.64,$932.96
37870,9/14/09,12/7/12,14,$87.50,"$1,225.00"
38015,1/16/16,12/28/20,14,$25.52,$357.28
38114,3/27/20,4/28/24,14,$39.79,$557.06
38344,3/31/20,12/20/23,14,$27.14,$379.96
38553,6/13/20,1/2/24,14,$33.93,$475.02
38583,11/30/16,5/10/24,14,$47.86,$670.04
38601,12/24/19,11/29/23,14,$12.86,$180.04
39664,4/17/23,5/17/24,14,$20.00,$280.00
39705,3/16/20,12/31/23,14,$121.43,"$1,700.02"
42003,6/7/15,12/15/23,14,$63.57,$889.98
42746,4/22/20,2/23/24,14,$138.93,"$1,945.02"
43056,3/29/20,4/27/24,14,$52.50,$735.00
44112,12/23/08,3/11/24,14,$17.57,$245.98
44310,10/2/12,4/29/24,14,$19.29,$270.06
44312,12/31/11,5/18/24,14,$24.64,$344.96
44420,3/29/20,5/2/24,14,$59.29,$830.06
46714,3/25/20,10/31/23,14,$33.93,$475.02
46741,12/18/20,12/18/21,14,$38.57,$539.98
